occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN04. Influence & Persuasion:s22:o1,DPN04. Influence & Persuasion.pptx,22,False,11,Picture 10,9415ad1a1c5692f9e055c7c858ae4a019642acb3625c99c4191a12ac7b62f46c,sha256:9415ad1a1c5692f9,substantive,Street photograph of illegal parking despite a rule; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The distinction between formal rules and descriptive norms is represented with original prose examples.
DPN04. Influence & Persuasion:s22:o2,DPN04. Influence & Persuasion.pptx,22,False,14,Picture 13,3acd11beccb7bbcbfa03a2c425723ed4e93fd82524dff6ea4f4cf8a36aad01f8,sha256:3acd11beccb7bbcb,substantive,Second illegal-parking photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,Same rules-versus-practice concept is represented in text; photograph omitted.
DPN04. Influence & Persuasion:s23:o1,DPN04. Influence & Persuasion.pptx,23,False,7,Content Placeholder 5,1dc0ca4f8bf90e27d72ba7f010c157e4076d6080cb735be5e3c0bb4e1a75090f,sha256:1dc0ca4f8bf90e27,substantive,Street-sign photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The descriptive-norm-overrides-injunction concept is represented in the new original diagnostic and chapter examples; photograph omitted.
DPN04. Influence & Persuasion:s23:o2,DPN04. Influence & Persuasion.pptx,23,False,9,Picture 8,67177dbb6bc3c57f8d28261535f252ec1cf31e8d86742127b66683cfbd354b94,sha256:67177dbb6bc3c57f,substantive,People feeding fish despite a local norm/rule; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The descriptive-norm-overrides-injunction concept is represented in the new original diagnostic and chapter examples; photograph omitted.
DPN04. Influence & Persuasion:s23:o3,DPN04. Influence & Persuasion.pptx,23,False,10,Picture 9,f5ae836ee7d20346c9afd1bbde84b89258b597d2b134342592909f2434150a7f,sha256:f5ae836ee7d20346,substantive,No-feeding sign photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The descriptive-norm-overrides-injunction concept is represented in the new original diagnostic and chapter examples; photograph omitted.
DPN04. Influence & Persuasion:s23:o4,DPN04. Influence & Persuasion.pptx,23,False,17,Picture 16,c7b9858bc62c48dbc49bba1da159bca3e0136a43d6afd5b8ec361031c2e3c3a4,sha256:c7b9858bc62c48db,substantive,School-sign photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The descriptive-norm-overrides-injunction concept is represented in the new original diagnostic and chapter examples; photograph omitted.
DPN04. Influence & Persuasion:s24:o1,DPN04. Influence & Persuasion.pptx,24,False,8,Picture 7,30e809926646e06bcb52c08f3bb6d55380131b8dc236014d3f26cbc4fa039736,sha256:30e809926646e06b,substantive,Petrified Forest photograph from the lecture case; image provenance not supplied,protected,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,"The Cialdini field experiment, message mechanism, and warning are explained and cited; photograph omitted."
DPN04. Influence & Persuasion:s25:o1,DPN04. Influence & Persuasion.pptx,25,False,1026,Picture 2,e0ccee0a2843e2c420cabb835bca3d5d65bddd4c29db5c878ef6b04896276a02,sha256:e0ccee0a2843e2c4,substantive,Nancy Reagan/Just Say No news or campaign photograph,protected,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The anti-drug campaign is discussed with a cautious evaluation claim; protected campaign image omitted.
DPN04. Influence & Persuasion:s26:o1,DPN04. Influence & Persuasion.pptx,26,False,10,Picture 9,d94b56e58e6f793b144cf3dcc2a83cb362f11d948e6221dfdba74a81ef7b931d,sha256:d94b56e58e6f793b,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Break-slide illustration; exact duplicate recurs on hidden slide 107. First occurrence omitted as decorative.
DPN04. Influence & Persuasion:s27:o1,DPN04. Influence & Persuasion.pptx,27,False,6,Picture 5,bbb6108f327291e93dda3b7b6eb9a76c4f1be4269591bcbc812d41cb07df7f6d,sha256:bbb6108f327291e9,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Section-divider model-updating illustration is decorative and omitted.
DPN04. Influence & Persuasion:s30:o1,DPN04. Influence & Persuasion.pptx,30,False,5,Picture 4,5f385de3845140fd658d3ab87d4d4536bf7b1bdd51f6c132ce3016de227ba6c6,sha256:5f385de3845140fd,substantive,Unlabeled scatterplot used as an ambiguity prompt,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,The chapter states that visible facts can fit multiple models and asks what observation would discriminate them.
DPN04. Influence & Persuasion:s31:o1,DPN04. Influence & Persuasion.pptx,31,False,2,Picture 1,0da09e0c3b3377561da3e52040b710b729d459967d09373d4b9b143fa1098cfc,sha256:0da09e0c3b337756,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s31:o2,DPN04. Influence & Persuasion.pptx,31,False,12,Picture 11,a5f39fa2e752048d5286141485de2a7e33165f42da7fa9fa480ef2032a72eb2d,sha256:a5f39fa2e752048d,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s31:o3,DPN04. Influence & Persuasion.pptx,31,False,13,Picture 12,a6f1eeb78b98b2001e2cc4dfc931cb713357bf43f5f04208ca7a043b7f47c3ac,sha256:a6f1eeb78b98b200,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s31:o4,DPN04. Influence & Persuasion.pptx,31,False,3,Picture 2,ff09cee3f8ae6887807ec1e66138adb64b29e041846261adf20ae74fc1a777e5,sha256:ff09cee3f8ae6887,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s31:o5,DPN04. Influence & Persuasion.pptx,31,False,8,Picture 7,57e35b70ebb4ac851aa729cd3cd988168a07bc5bfd197843034633fb4b99a2c6,sha256:57e35b70ebb4ac85,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s31:o6,DPN04. Influence & Persuasion.pptx,31,False,11,Picture 10,f4d34310ba3a40f35a845ca5f8e4dee67fee98bd4761871da622470c58c6ed0f,sha256:f4d34310ba3a40f3,substantive,One panel in the same-evidence/different-stories sequence,facts-or-data-only,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,"The chapter explains steady, accelerating, and plateau interpretations and warns that evidence does not select a convenient curve by itself."
DPN04. Influence & Persuasion:s36:o1,DPN04. Influence & Persuasion.pptx,36,False,6,Picture 5,5797beebead6ba1fdda59422be0072dd24ced45968293d8cdbca9ccab6177c37,sha256:5797beebead6ba1f,substantive,Third-party monomyth diagram,protected,represented-in-text-or-activity,chapters/31-why-stories-move-minds.qmd,complete,ABT is presented as a bounded practitioner framework in an original story-update visual; monomyth artwork omitted.
DPN04. Influence & Persuasion:s37:o1,DPN04. Influence & Persuasion.pptx,37,False,5,Picture 4,abbcab864c2d8b791be617e3f9f384262386e5e29ba6604f92665a65489a672a,sha256:abbcab864c2d8b79,substantive,Historical Gettysburg Address illustration/photograph,protected,represented-in-text-or-activity,chapters/31-why-stories-move-minds.qmd,complete,The speech is paraphrased analytically; the historical image is not copied.
DPN04. Influence & Persuasion:s39:o1,DPN04. Influence & Persuasion.pptx,39,False,1026,Picture 2,12b46f17d4f8b0b212afad876ea77ae8871d968eb3d9c85c5701689538e28dda,sha256:12b46f17d4f8b0b2,substantive,Modern poster/portrait for Martin Luther King Jr.'s speech,protected,represented-in-text-or-activity,chapters/31-why-stories-move-minds.qmd,complete,The speech is paraphrased analytically; protected poster art omitted.
DPN04. Influence & Persuasion:s43:o1,DPN04. Influence & Persuasion.pptx,43,False,12,Content Placeholder 5,a936dc010d87dcd8f197a630904b092cfab3d52d51b54066c1dd1e285bb4e0ba,sha256:a936dc010d87dcd8,substantive,Narrative-index maintenance-manual comparison chart,facts-or-data-only,represented-in-text-or-activity,chapters/31-why-stories-move-minds.qmd,complete,"Narrative index is explicitly framed as a rough practitioner heuristic, not a validated psychological law."
DPN04. Influence & Persuasion:s43:o2,DPN04. Influence & Persuasion.pptx,43,False,6,Content Placeholder 5,95b978caf7a3d29c1bfdf3739b49e364ad5ea885fa4916b7107811b3de6dbe04,sha256:95b978caf7a3d29c,substantive,Narrative-index bar chart for public speakers,facts-or-data-only,represented-in-text-or-activity,chapters/31-why-stories-move-minds.qmd,complete,"Named-speech examples are paraphrased, while the uncited comparative bars are not reproduced or treated as verified facts."
DPN04. Influence & Persuasion:s46:o1,DPN04. Influence & Persuasion.pptx,46,False,8,Picture 7,80566d5254336572e7d6a25e57c29210a70ee706a290b20b0b2340214649f693,sha256:80566d5254336572,administrative,Course-response or submission interface,not-applicable,administrative-omitted,—,accounted,Padlet QR code for a live class ABT activity; the textbook retains the activity without the transient submission endpoint.
DPN04. Influence & Persuasion:s58:o1,DPN04. Influence & Persuasion.pptx,58,False,9,Picture 8,afdb0f1cb2ea491bc3bc6ad169d5d07dec0352a248a075c4db32d101d9934aec,sha256:afdb0f1cb2ea491b,substantive,Composite of commercial automobile designs,protected,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,Typicality/fluency is explained with citations; branded product images omitted.
DPN04. Influence & Persuasion:s59:o1,DPN04. Influence & Persuasion.pptx,59,False,5,Picture 4,dabef1e0aa9b63de3b9c6147d3de308325d90ba633846c9824645dd2dbf63cb4,sha256:dabef1e0aa9b63de,substantive,Collection of commercial logos,protected,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,MAYA/familiarity-plus-surprise is retained as a bounded concept; logos omitted.
DPN04. Influence & Persuasion:s59:o2,DPN04. Influence & Persuasion.pptx,59,False,7,Picture 6,d1e41cc23949ba34bc4b8a635e0c3755b3ea0b8dc5c1e1fec13ba504519c4b8d,sha256:d1e41cc23949ba34,substantive,Raymond Loewy poster with brands and artworks,protected,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,Loewy's practitioner maxim is discussed without reproducing the poster.
DPN04. Influence & Persuasion:s59:o3,DPN04. Influence & Persuasion.pptx,59,False,9,Picture 8,3956a8323b47f0d1083245f87ddb87ca26d7b7f252580db3e7de2e43e1e07128,sha256:3956a8323b47f0d1,substantive,"Raymond Loewy collage with portrait, product photographs, and branding",protected,represented-in-text-or-activity,chapters/30-persuasion-changing-minds-means-updating-models.qmd,complete,The familiarity/novelty lesson remains in prose; collage omitted.
DPN04. Influence & Persuasion:s61:o1,DPN04. Influence & Persuasion.pptx,61,False,6,Picture 5,26839733689c9716a27c26b93c140a83c36781c1b809712edcd8adc4e61bf21e,sha256:26839733689c9716,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Section-divider story illustration is decorative and omitted.
DPN04. Influence & Persuasion:s66:o1,DPN04. Influence & Persuasion.pptx,66,False,7,Picture 6,4dda37861a2c716c62e3539b284dee18617c6bdb8018313920c7fd24ccdf9495,sha256:4dda37861a2c716c,substantive,Frame from My Big Fat Greek Wedding,protected,linked-original,chapters/28-authority-groupthink-and-shared-responsibility.qmd,complete,The textbook links the original clip and asks students to diagnose ownership/autonomy; no film frame copied.
DPN04. Influence & Persuasion:s68:o1,DPN04. Influence & Persuasion.pptx,68,False,10,Picture 9,0e7b66a982b13c0b0430a69e767a00abe23dff0f0670042ef126e8109c80d844,sha256:0e7b66a982b13c0b,substantive,Frame from a public commitment/foot-in-the-door demonstration,protected,linked-original,chapters/28-authority-groupthink-and-shared-responsibility.qmd,complete,The original clip is linked; commitment conditions and ethical boundaries are explained in text.
DPN04. Influence & Persuasion:s70:o1,DPN04. Influence & Persuasion.pptx,70,False,2,Picture 1,00c5e863f299eeae50c2b249f09b0fffc0421782dcd04f81aafc97bbfd9b4201,sha256:00c5e863f299eeae,substantive,Benjamin Franklin portrait; source/license not documented in deck,protected,represented-in-text-or-activity,chapters/28-authority-groupthink-and-shared-responsibility.qmd,complete,The Franklin-effect story is represented cautiously in text; portrait omitted rather than presumed public domain.
DPN04. Influence & Persuasion:s73:o1,DPN04. Influence & Persuasion.pptx,73,False,9,Picture 8,60bdd5a2559d4fc1c1b2006e4f38d4296953402e1012e9c6097bc20d999ff29c,sha256:60bdd5a2559d4fc1,substantive,Processing-fluency result chart for pronounceable names/tickers,facts-or-data-only,represented-in-text-or-activity,chapters/32-building-an-evidence-aligned-message.qmd,complete,Fluency mechanisms and epistemic risks are explained and cited without copying the chart.
DPN04. Influence & Persuasion:s75:o1,DPN04. Influence & Persuasion.pptx,75,False,5,Picture 4,defbda8b48e8d3e39b768aef0379e20b02a7644df65b3a2ea82065a4e1269eb8,sha256:defbda8b48e8d3e3,substantive,Oil-covered bird photograph used in scope-insensitivity example,protected,represented-in-text-or-activity,chapters/32-building-an-evidence-aligned-message.qmd,complete,The bird-count willingness-to-pay example and limitation are described with citation; emotive photograph omitted.
